quadkey,latitude,longitude,rwi,error
12033330322331,42.0574497,43.0554199,0.127,0.381
12033333133132,41.5825791,44.9670410,0.139,0.408
12033333123122,41.5825791,44.5715332,0.831,0.373
12033332113320,41.7958876,43.5168457,0.580,0.397
12122222100021,41.9921597,45.7360840,-0.314,0.407
12033333001031,41.9921597,43.8464355,0.491,0.375
12122222102131,41.8613786,45.8679199,0.368,0.391
12033321310110,42.5449861,41.9787598,-0.095,0.360
12033321303110,42.4153456,41.8029785,0.197,0.381
12033330223332,42.0411335,42.5061035,-0.174,0.335
12033330200100,42.5449861,42.2863770,0.566,0.365
12033330200211,42.4801994,42.2644043,0.178,0.365
12033330230023,42.2366514,42.5720215,0.023,0.368
12033321301220,42.4477809,41.6711426,0.403,0.394
12033332120123,41.7139296,43.0114746,-0.140,0.357
12033321031310,42.7389432,41.4514160,0.535,0.440
12033333100223,41.9104530,44.3298340,0.406,0.393
12033331222331,42.0574497,43.7585449,0.913,0.368
12033333001200,41.9594896,43.7805176,-0.089,0.358
12033330213120,42.3828935,42.8137207,0.224,0.327
12122220221323,42.1715458,45.2966309,-0.099,0.382
12033303221100,43.3171844,41.0559082,-0.615,0.317
12033321132131,42.6420403,42.0007324,0.316,0.379
12033332030301,41.6975254,42.6599121,-0.261,0.306
12033331232333,42.0411335,44.1101074,0.160,0.394
12033331223332,42.0411335,43.9123535,0.423,0.355
12033333110101,42.0248131,44.7692871,0.220,0.391
12033333100321,41.9268027,44.4177246,1.279,0.364
12033323110133,41.9758267,42.0007324,0.179,0.396
12033321013120,42.9001121,41.4074707,-0.357,0.312
12033333312213,41.2860619,44.7253418,-0.626,0.319
12033321133222,42.5611723,42.0227051,-0.300,0.370
12033330022203,42.5935321,42.2204590,0.393,0.414
12033332110033,41.9758267,43.3190918,0.824,0.355
12033332030213,41.6811170,42.6159668,-0.083,0.364
12122222112000,41.8940990,46.0656738,-0.601,0.308
12033330330320,42.1878285,43.3410645,0.045,0.367
12033323301111,41.5003491,41.8249512,-0.154,0.371
12033332111103,42.0084885,43.5388184,-0.331,0.377
12122222120010,41.7631169,45.7580566,0.337,0.388
12033332022301,41.5661414,42.3083496,-0.092,0.333
12033321303012,42.3991216,41.7150879,-0.178,0.381
12033330320133,42.2366514,43.0554199,0.559,0.376
12033333032020,41.5990125,43.9562988,0.579,0.378
12033323111012,42.0084885,42.0666504,0.080,0.384
12033321123113,42.6582013,41.8249512,-0.131,0.373
12033332032013,41.6154418,42.6159668,-0.401,0.279
12033333100301,41.9594896,44.4177246,-0.194,0.351
12033302213310,43.3810971,40.0451660,1.058,0.415
12033323112023,41.8450121,41.8688965,0.507,0.381
12033333131132,41.7139296,44.9670410,0.652,0.411
12033333311320,41.4015351,44.9230957,0.140,0.411
12033333101012,42.0084885,44.5275879,0.109,0.316
12122222102230,41.7958876,45.7580566,1.049,0.381
12033323110013,42.0084885,41.9128418,-1.079,0.375
12033333100222,41.9104530,44.3078613,0.034,0.371
12122222003222,41.7795043,45.1867676,0.137,0.364
12033332132222,41.5168034,43.2531738,-0.262,0.369
12033302333312,43.1090035,40.7482910,-0.295,0.442
12033330033332,42.5611723,42.8576660,0.560,0.399
12033323301100,41.5003491,41.7590332,-0.604,0.336
12033332101100,42.0248131,43.1652832,0.267,0.370
12033323132033,41.5825791,41.9128418,-0.356,0.356
12122222021002,41.7467253,45.1867676,0.759,0.394
12033321123003,42.6582013,41.6931152,-0.075,0.393
12122222013120,41.8613786,45.6262207,0.893,0.378
12033333012010,41.8940990,44.0002441,-0.026,0.342
12122222002132,41.8450121,45.1428223,-0.046,0.335
12033323111003,42.0084885,42.0446777,-0.132,0.382
12033323111233,41.9104530,42.0886230,-0.140,0.408
12033333213303,41.2860619,44.2419434,0.805,0.395
12033331230123,42.2366514,44.0661621,0.246,0.339
12033332132313,41.5496996,43.4069824,0.554,0.407
12122222033011,41.6318669,45.6042480,-0.413,0.364
12122223200322,41.3850514,46.5051270,0.289,0.386
12033303222020,43.1571083,40.7922363,-0.238,0.312
12033321012120,42.9001121,41.2316895,0.157,0.376
12033330233121,42.1226726,42.8356934,-0.726,0.365
12122220232333,42.0411335,45.5163574,0.325,0.383
12033332023333,41.5168034,42.5280762,-0.368,0.282
12033333311331,41.4015351,44.9890137,-0.639,0.434
12033321013212,42.8518056,41.3635254,0.095,0.357
12033321311220,42.4477809,42.0227051,-0.077,0.326
12033333131313,41.6811170,44.9890137,1.253,0.421
12033333310233,41.3850514,44.7253418,0.899,0.399
12122222031201,41.6975254,45.5603027,0.243,0.379
12033331221011,42.2854365,43.8464355,0.120,0.293
12033321311103,42.5287958,42.1325684,0.485,0.423
12033333111120,41.9921597,44.9230957,0.340,0.376
12033330323133,42.1063732,43.2312012,0.877,0.356
12033333300331,41.4015351,44.4616699,-0.525,0.322
12122222121223,41.6482878,45.9118652,1.014,0.369
12033330320130,42.2529173,43.0334473,0.111,0.367
12033333100332,41.9104530,44.4396973,0.842,0.406
12033330232202,42.0737617,42.5500488,0.805,0.383
12033330232012,42.1389679,42.5939941,0.171,0.336
12033333133010,41.6318669,44.8791504,0.588,0.444
12033333211010,41.5003491,44.1760254,0.826,0.355
12033332113000,41.8940990,43.4289551,0.986,0.369
12033330222032,42.1063732,42.2424316,0.554,0.358
12033332022213,41.5496996,42.2644043,-0.220,0.356
12033321121300,42.7389432,41.7590332,-0.042,0.391
12033321333233,42.0411335,42.0886230,0.146,0.398
12033333033000,41.6318669,44.1320801,0.421,0.443
12122222101233,41.9104530,45.9558105,0.910,0.377
12033323123213,41.5496996,41.7370605,0.679,0.363
12033323110303,41.9431482,41.9567871,0.497,0.368
12122222013012,41.8777409,45.5822754,0.695,0.381
12122223200201,41.4344898,46.4392090,1.702,0.430
12033333300313,41.4180145,44.4616699,0.115,0.400
12033321330003,42.2691790,41.8688965,0.403,0.388
12033321331310,42.2203813,42.1545410,0.298,0.372
12033331223032,42.1063732,43.8244629,-0.091,0.340
12033321330101,42.2854365,41.9567871,0.433,0.377
12033332313323,41.2530319,43.5388184,-0.333,0.362
12122222103130,41.8613786,46.0217285,-0.039,0.366
12033332002131,41.8613786,42.3522949,0.227,0.462
12033333112231,41.7958876,44.7253418,0.389,0.434
12033321133012,42.6582013,42.0666504,0.296,0.383
12122220223101,42.1552589,45.2966309,0.655,0.392
12033330303330,42.3179389,43.2092285,-0.166,0.422
12122222103310,41.8286415,46.0217285,0.353,0.410
12122222010200,41.9594896,45.3625488,1.083,0.377
12033332310030,41.4674278,43.2971191,0.020,0.395
12033323123231,41.5332536,41.7370605,0.039,0.359
12122222100301,41.9594896,45.8239746,1.072,0.406
12033321303000,42.4153456,41.6711426,0.559,0.395
12033330301001,42.5449861,43.0993652,0.224,0.379
12033321133301,42.6097057,42.1325684,0.031,0.350
12033302302103,43.4289874,40.1989746,-0.500,0.305
12033321300112,42.5287958,41.6271973,-0.450,0.362
12033330322110,42.1552589,43.0334473,0.291,0.401
12033321312013,42.3991216,41.9128418,-0.422,0.374
12033333003130,41.8613786,43.9123535,-0.045,0.336
12122222020221,41.6647045,45.0329590,0.798,0.517
12122222033000,41.6318669,45.5383301,-0.138,0.356
12033330211032,42.4964024,42.7697754,-0.475,0.348
12033321132122,42.6258751,41.9348145,0.149,0.378
12033321012023,42.8840141,41.1657715,0.083,0.433
12122222022032,41.5825791,45.0549316,-0.047,0.370
12033330000020,43.0287447,42.1984863,0.092,0.417
12033323122302,41.5496996,41.5832520,0.106,0.394
12033302302013,43.4289874,40.1550293,-0.325,0.357
12033321332323,42.0411335,41.9567871,-0.169,0.402
12033302333300,43.1250426,40.7043457,0.256,0.441
12033323110323,41.9104530,41.9567871,0.717,0.392
12033330331200,42.2203813,43.4289551,0.718,0.365
12033321123313,42.5935321,41.8249512,0.161,0.378
12033302321320,43.2211892,40.3527832,0.616,0.459
12033330231312,42.2041070,42.8576660,0.770,0.375
12033332311213,41.4180145,43.4948730,0.801,0.415
12033330230120,42.2529173,42.6379395,0.911,0.372
12033332030003,41.7467253,42.5720215,-0.204,0.311
12033333131031,41.7303295,44.9011230,-0.015,0.391
12122220232220,42.0574497,45.3625488,1.133,0.394
12033330213112,42.3991216,42.8576660,-0.051,0.342
12033330320223,42.1715458,42.9235840,0.246,0.360
12033303222332,43.0769126,40.9240723,0.157,0.413
12033333101210,41.9594896,44.5275879,0.460,0.397
12033331233300,42.0900695,44.2199707,-0.106,0.376
12033302333031,43.1571083,40.6823730,-0.329,0.408
12033333001132,41.9758267,43.9123535,-0.145,0.382
12033330233112,42.1389679,42.8576660,-0.618,0.360
12033332022300,41.5661414,42.2863770,0.396,0.381
12033303230020,43.2852028,41.1437988,-0.579,0.303
12033321031331,42.7066590,41.4733887,0.973,0.429
12033331332230,42.0574497,44.7033691,-0.114,0.378
12122222013102,41.8777409,45.6262207,0.376,0.438
12033333112310,41.8286415,44.7912598,1.030,0.409
12033331230323,42.1715458,44.0661621,0.388,0.368
12033331221302,42.2041070,43.8684082,0.146,0.327
12122222022233,41.5168034,45.0769043,-0.050,0.351
12033323133302,41.5496996,42.1105957,-0.282,0.307
12033330220012,42.2691790,42.2424316,0.377,0.395
12033323111232,41.9104530,42.0666504,0.765,0.392
12033330222323,42.0411335,42.3083496,0.406,0.388
12033302333231,43.0929602,40.6823730,0.897,0.388
12122222022210,41.5661414,45.0549316,0.698,0.375
12033321102022,42.8840141,41.4953613,0.029,0.406
12033302330203,43.2371989,40.4626465,-0.162,0.521
12033330233101,42.1552589,42.8356934,0.568,0.325
12033331232031,42.1226726,44.0222168,0.736,0.384
12033330323211,42.0900695,43.1433105,1.001,0.349
12033321312032,42.3666611,41.8908691,-0.288,0.326
12033321120013,42.7873380,41.5612793,-0.158,0.336
12122222131023,41.7139296,46.2634277,1.002,0.431
12033321010330,42.9644620,41.2756348,-0.232,0.321
12033332112131,41.8613786,43.4069824,0.811,0.399
12033330230221,42.1878285,42.5720215,0.609,0.318
12033333121201,41.6975254,44.5056152,0.443,0.382
12033330223112,42.1389679,42.5061035,0.134,0.370
12033323111223,41.9104530,42.0446777,0.360,0.383
12033321330301,42.2203813,41.9567871,-0.381,0.336
12033323101103,42.0084885,41.7810059,0.550,0.393
12122222000200,41.9594896,45.0109863,0.122,0.377
12122220232012,42.1389679,45.4064941,-0.384,0.313
12122222102321,41.7958876,45.8239746,0.173,0.360
12033323103313,41.8122666,41.8249512,0.952,0.389
12033331332221,42.0574497,44.6813965,0.264,0.381
12033302321023,43.2692057,40.2868652,0.899,0.472
12122222112330,41.7958876,46.1975098,-0.262,0.371
12033321010201,42.9966118,41.1657715,0.506,0.359
12033330320233,42.1715458,42.9675293,1.296,0.397
12122222123100,41.6318669,45.9777832,0.350,0.376
12122223200202,41.4180145,46.4172363,0.574,0.369
12033333300122,41.4509609,44.3957520,-0.026,0.382
12033332313331,41.2695490,43.5827637,1.019,0.425
12033331232001,42.1552589,43.9782715,0.120,0.380
12033330203233,42.3016898,42.4401855,0.514,0.381
12033333023131,41.5990125,43.9343262,0.732,0.371
12033321012101,42.9322955,41.2536621,-0.640,0.371
12122222113231,41.7958876,46.3073730,0.730,0.420
12033330212333,42.3016898,42.7038574,0.297,0.380
12033323121123,41.7139296,41.7810059,0.227,0.384
12033330300100,42.5449861,42.9895020,0.289,0.325
12033332312313,41.2860619,43.4069824,0.238,0.376
12033333131202,41.6811170,44.8352051,1.145,0.364
12033330212133,42.3666611,42.7038574,-0.002,0.381
12033330330103,42.2691790,43.3630371,0.364,0.424
12033302213122,43.3970647,40.0012207,0.699,0.463
12033321330302,42.2041070,41.9348145,0.329,0.312
12033332021301,41.6975254,42.4841309,0.812,0.292
12033332010001,42.0248131,42.5720215,-0.095,0.389
12033330230302,42.2041070,42.6379395,-0.066,0.394
12033330331023,42.2366514,43.4509277,0.055,0.374
12122222013130,41.8613786,45.6701660,-0.125,0.338
12033333032121,41.5990125,44.0661621,-0.039,0.385
12033333311301,41.4344898,44.9450684,-0.165,0.398
12033333010121,41.9921597,44.0661621,0.543,0.382
12033331232010,42.1552589,44.0002441,0.399,0.379
12033321300301,42.4801994,41.6052246,0.364,0.402
12033323123020,41.5990125,41.6711426,0.034,0.398
12033332032001,41.6318669,42.5720215,-0.420,0.334
12033302332100,43.1891572,40.5285645,0.312,0.392
12033330232021,42.1226726,42.5720215,0.127,0.361
12033321310132,42.4964024,41.9787598,0.632,0.386
12033302321313,43.2371989,40.4187012,-0.148,0.374
12033321312212,42.3341839,41.8908691,0.589,0.373
12033333121302,41.6811170,44.5715332,-0.563,0.338
12033331312221,42.3179389,44.6813965,-0.130,0.368
12033331230133,42.2366514,44.1101074,-0.127,0.382
12033330232220,42.0574497,42.5500488,-0.281,0.348
12033331222310,42.0900695,43.7365723,0.252,0.336
12033330032323,42.5611723,42.6599121,-0.298,0.308
12033330301002,42.5287958,43.0773926,0.188,0.389
12033330333323,42.0411335,43.5388184,0.552,0.391
12122223200230,41.4015351,46.4611816,0.480,0.388
12033333113330,41.7958876,44.9670410,0.860,0.392
12122222112132,41.8450121,46.1975098,-0.661,0.359
12033332000031,41.9921597,42.2644043,0.662,0.379
12033333330100,41.2365107,44.7473145,0.182,0.402
12033330222211,42.0900695,42.2644043,0.161,0.347
12033323110320,41.9268027,41.9348145,0.002,0.383
12033331332302,42.0737617,44.7473145,0.608,0.383
12033333112313,41.8122666,44.8132324,1.382,0.411
12122222023100,41.6318669,45.2746582,0.227,0.285
12122222200321,41.4015351,45.1208496,-0.539,0.383
12033321133011,42.6743581,42.0886230,0.390,0.388
12033321123231,42.5773543,41.7370605,0.533,0.370
12033321120321,42.7066590,41.6052246,-0.485,0.356
12033302321303,43.2371989,40.3747559,0.514,0.435
12033330320221,42.1878285,42.9235840,0.826,0.347
12033332311312,41.4180145,43.5607910,0.166,0.379
12033333021323,41.6482878,43.8903809,0.888,0.382
12033333131023,41.7139296,44.8571777,0.469,0.422
12033323301012,41.4838905,41.7150879,0.392,0.340
12033321121213,42.7228032,41.7370605,0.152,0.412
12033330033310,42.6097057,42.8576660,0.160,0.398
12033321323002,42.1389679,41.6711426,0.987,0.379
12122222100321,41.9268027,45.8239746,0.794,0.380
12033330221031,42.2529173,42.4401855,-0.099,0.362
12033303202121,43.4130282,40.9020996,-0.879,0.302
12033321331211,42.2203813,42.0886230,-0.264,0.364
12033332010100,42.0248131,42.6379395,-0.206,0.346
12033321303100,42.4153456,41.7590332,0.194,0.376
12033332310213,41.4180145,43.3190918,0.014,0.373
12122222022001,41.6318669,45.0329590,0.803,0.398
12033330213213,42.3341839,42.7917480,-0.065,0.406
12033332313010,41.3685636,43.4729004,0.093,0.411
12033321102200,42.8679120,41.4953613,0.540,0.523
12033321102211,42.8679120,41.5612793,-0.075,0.403
12033333130303,41.6811170,44.7692871,1.309,0.424
12033330320102,42.2691790,42.9895020,-0.101,0.372
12033333131022,41.7139296,44.8352051,0.829,0.416
12033321303013,42.3991216,41.7370605,-0.174,0.367
12033333210331,41.4015351,44.1101074,0.742,0.365
12033330213202,42.3341839,42.7258301,-0.030,0.394
12033333110001,42.0248131,44.6813965,-0.384,0.378
12033321132011,42.6743581,41.9128418,-0.088,0.365
12033321102222,42.8195802,41.4953613,0.351,0.375
12033323123302,41.5496996,41.7590332,0.570,0.354
12033330203030,42.3828935,42.4182129,0.002,0.395
12033332003023,41.8450121,42.3962402,-0.302,0.283
12033333313201,41.3025706,44.8571777,0.825,0.389
12122220232022,42.1063732,45.3625488,0.505,0.384
12033303230222,43.2051753,41.1437988,-0.749,0.304
12033332030012,41.7467253,42.5939941,0.244,0.388
12033330221222,42.1715458,42.3742676,0.618,0.349
12122222200310,41.4344898,45.1428223,-0.106,0.470
12033333200220,41.4015351,43.6047363,0.542,0.398
12033330233133,42.1063732,42.8796387,0.265,0.384
12122222011230,41.9268027,45.5822754,0.797,0.374
12033321310003,42.5287958,41.8688965,0.648,0.371
12033333112001,41.8940990,44.6813965,0.585,0.382
12033332113230,41.7958876,43.4729004,1.212,0.412
12033332031231,41.6647045,42.7917480,0.279,0.399
12033333213003,41.3520716,44.1540527,0.211,0.327
12033331223203,42.0737617,43.8024902,-0.203,0.364
12033332112132,41.8450121,43.3850098,1.207,0.437
12033332000012,42.0084885,42.2424316,0.936,0.354
12033323112213,41.8122666,41.9128418,0.406,0.380
12033333133013,41.6154418,44.9011230,1.103,0.403
12033302323001,43.1891572,40.2868652,0.280,0.489
12033333001212,41.9431482,43.8244629,-0.312,0.330
12033323110310,41.9594896,41.9787598,-0.339,0.373
12033321013300,42.8679120,41.4074707,0.051,0.324
12033332120323,41.6482878,43.0114746,0.649,0.409
12033330212131,42.3828935,42.7038574,-0.164,0.348
12033333123300,41.5661414,44.5715332,0.308,0.346
12033332122103,41.6154418,43.0114746,-0.224,0.362
12033330212223,42.3016898,42.5720215,0.596,0.386
12033321123121,42.6420403,41.7810059,-0.584,0.422
12033321102232,42.8195802,41.5393066,0.251,0.371
12033333011321,41.9268027,44.2419434,-0.337,0.391
12033321121022,42.7550790,41.6711426,0.135,0.453
12033323110302,41.9431482,41.9348145,0.275,0.368
12033330230201,42.2203813,42.5720215,0.419,0.350
12033323110121,41.9921597,41.9567871,0.382,0.371
12033331202200,42.3504246,43.6047363,-0.299,0.322
12033331323333,42.0411335,44.6374512,-0.046,0.347
12033321003113,42.9162059,41.1218262,0.533,0.424
12033333130232,41.6482878,44.7033691,0.283,0.447
12033333100203,41.9431482,44.3298340,0.165,0.372
12033333210113,41.4838905,44.1101074,0.756,0.340
12033332010010,42.0248131,42.5939941,-0.044,0.383
12033333213300,41.3025706,44.2199707,0.208,0.365
12033330230230,42.1878285,42.5939941,0.317,0.396
12033333133032,41.5825791,44.8791504,-0.210,0.369
12033323112201,41.8286415,41.8688965,0.573,0.370
12033321013033,42.8840141,41.3854980,0.068,0.366
12122222001132,41.9758267,45.3186035,1.082,0.342
12033321132010,42.6743581,41.8908691,-0.585,0.313
12033330232321,42.0574497,42.6599121,0.275,0.362
12033330032321,42.5773543,42.6599121,-0.195,0.302
12033330220000,42.2854365,42.1984863,-0.147,0.342
12033332120320,41.6647045,42.9895020,-0.463,0.381
12033331222330,42.0574497,43.7365723,0.451,0.349
12033333010113,42.0084885,44.1101074,0.793,0.408
12122222102111,41.8940990,45.8679199,-0.375,0.367
12122220222002,42.1389679,45.0109863,0.193,0.312
12122222131021,41.7303295,46.2634277,0.356,0.397
12033332310323,41.3850514,43.3630371,0.194,0.360
12033330323102,42.1389679,43.1652832,-0.184,0.328
12033331232331,42.0574497,44.1101074,-0.359,0.372
12033332313111,41.3685636,43.5827637,0.208,0.395
12033331232013,42.1389679,44.0222168,-0.300,0.370
12033321310103,42.5287958,41.9567871,0.111,0.358
12033330221210,42.2203813,42.4182129,0.494,0.384
12122222013000,41.8940990,45.5383301,0.686,0.398
12033323131330,41.6647045,42.1545410,0.425,0.397
12033303221101,43.3171844,41.0778809,-0.402,0.302
12122223200233,41.3850514,46.4831543,0.351,0.381
12122222010123,41.9758267,45.4724121,0.186,0.392
12033323111220,41.9268027,42.0227051,0.900,0.350
12033321311032,42.4964024,42.0666504,0.175,0.359
12033321301310,42.4801994,41.8029785,0.297,0.373
12033330230132,42.2366514,42.6818848,1.050,0.385
12033332122203,41.5496996,42.9235840,0.283,0.279
12122222032223,41.5168034,45.3845215,-0.050,0.347
12122222123033,41.5825791,45.9558105,0.047,0.363
12033333132013,41.6154418,44.7253418,0.427,0.400
12033321301212,42.4639923,41.7150879,0.345,0.394
12122222131200,41.6975254,46.2414551,0.375,0.389
12033321123233,42.5611723,41.7370605,-0.211,0.371
12033331132002,42.6582013,44.6594238,0.330,0.481
12033332021322,41.6482878,42.4621582,0.085,0.386
12033332033233,41.5168034,42.7917480,0.043,0.355
12122220232321,42.0574497,45.4724121,0.403,0.362
12122222010303,41.9431482,45.4724121,0.182,0.376
12033321133233,42.5611723,42.0886230,0.493,0.354
12033302323011,43.1891572,40.3308105,-0.138,0.421
12033323110201,41.9594896,41.8688965,0.108,0.376
12122222130102,41.7467253,46.1535645,-0.612,0.384
12033333313210,41.3025706,44.8791504,0.170,0.387
12033333033021,41.5990125,44.1540527,0.410,0.321
12033321013231,42.8356950,41.3854980,0.504,0.400
12122222103132,41.8450121,46.0217285,0.000,0.368
12033303230011,43.3171844,41.2097168,-0.939,0.302
12033333011200,41.9594896,44.1320801,1.185,0.387
12033333010303,41.9431482,44.0661621,0.012,0.377
12033333133112,41.6154418,44.9670410,1.143,0.387
12033321132100,42.6743581,41.9348145,-0.375,0.375
12033321012221,42.8356950,41.1657715,0.067,0.404
12033333201220,41.4015351,43.7805176,0.205,0.377
12033330330231,42.1878285,43.3190918,0.357,0.392
12033332122012,41.6154418,42.9455566,0.887,0.393
12033331202022,42.3666611,43.6047363,0.218,0.388
12033333100102,42.0084885,44.3957520,0.583,0.425
12033331232312,42.0737617,44.0881348,0.604,0.371
12122222030002,41.7467253,45.3625488,0.510,0.394
12122222112102,41.8777409,46.1535645,-0.552,0.351
12033330203321,42.3179389,42.4841309,0.388,0.391
12122222112120,41.8613786,46.1535645,0.323,0.427
12033333310303,41.4180145,44.7692871,-0.296,0.417
12033331221132,42.2366514,43.9123535,-0.255,0.431
12033333030122,41.7139296,44.0441895,0.517,0.376
12033332312312,41.2860619,43.3850098,0.184,0.396
12033321121202,42.7228032,41.6711426,-0.333,0.437
12033321001311,42.9966118,41.1218262,0.245,0.499
12122222033200,41.5661414,45.5383301,-0.124,0.356
12122222200020,41.4674278,45.0109863,0.504,0.455
12122222022020,41.5990125,45.0109863,0.563,0.382
12122223200333,41.3850514,46.5710449,-0.063,0.402
12033330122320,42.5773543,42.9895020,-0.021,0.284
12033321313121,42.3828935,42.1325684,0.124,0.385
12033321132033,42.6258751,41.9128418,-0.222,0.446
12033330220023,42.2366514,42.2204590,0.093,0.374
12033321300233,42.4315653,41.5612793,0.214,0.364
12122222122301,41.5661414,45.8239746,0.459,0.365
12033333031211,41.6975254,44.1979980,-0.161,0.298
12033331230032,42.2366514,44.0002441,0.253,0.346
12033333312102,41.3520716,44.7473145,0.372,0.396
12033330230332,42.1715458,42.6818848,0.746,0.391
12122222021132,41.7139296,45.3186035,-0.528,0.504
12033321321220,42.1878285,41.6711426,0.593,0.424
12033330332200,42.0900695,43.2531738,-0.423,0.408
12033330231022,42.2366514,42.7258301,0.618,0.404
12033321313230,42.3179389,42.0666504,0.286,0.380
12033333000101,42.0248131,43.7145996,0.315,0.377
12122222132221,41.5332536,46.0876465,0.144,0.327
12122220232313,42.0737617,45.5163574,0.312,0.373
12033321301223,42.4315653,41.6931152,0.843,0.407
12033323111222,41.9104530,42.0227051,0.531,0.402
12033321003110,42.9322955,41.0998535,1.037,0.465
12033333311233,41.3850514,44.9011230,0.463,0.397
12033332020223,41.6482878,42.2204590,-0.871,0.337
12033333013101,41.8940990,44.2419434,0.383,0.405
12033323131221,41.6647045,42.0446777,-0.085,0.415
12033330211231,42.4477809,42.7917480,-0.356,0.298
12122222301100,41.5003491,45.9777832,0.145,0.402
12033330202012,42.3991216,42.2424316,0.090,0.343
12033333132310,41.5661414,44.7912598,0.336,0.499
12122222123110,41.6318669,46.0217285,0.233,0.328
12033330200320,42.4477809,42.2863770,0.278,0.360
12033331230233,42.1715458,44.0222168,0.113,0.372
12033332022133,41.5825791,42.3522949,0.282,0.387
12033303222322,43.0769126,40.8801270,0.352,0.429
12122222013310,41.8286415,45.6701660,1.137,0.338
12033330303312,42.3341839,43.2092285,0.031,0.339
12033321133311,42.6097057,42.1765137,0.052,0.386
12033321001031,43.0287447,41.0339355,0.928,0.413
12033321133110,42.6743581,42.1545410,0.243,0.335
12033321300321,42.4477809,41.6052246,-0.106,0.381
12033321103221,42.8356950,41.6931152,0.816,0.416
12033321013112,42.9162059,41.4514160,-0.413,0.332
12033330231310,42.2203813,42.8576660,0.566,0.368
12033302332021,43.1571083,40.4626465,0.487,0.403
12033302333212,43.1090035,40.6604004,0.320,0.396
12033331230033,42.2366514,44.0222168,1.061,0.431
12033330223033,42.1063732,42.4401855,0.382,0.379
12033333001002,42.0084885,43.7805176,0.255,0.385
12033302323102,43.1731348,40.3527832,0.842,0.480
12033323132022,41.5825791,41.8469238,-0.069,0.383
12033333133030,41.5990125,44.8791504,-0.174,0.368
12033332113212,41.8122666,43.4729004,-0.137,0.406
12033302313112,43.4289874,40.7482910,-0.467,0.302
12033321313223,42.3016898,42.0446777,0.121,0.358
12033331232210,42.0900695,44.0002441,0.106,0.376
12033302330322,43.2051753,40.5285645,0.102,0.407
12033330330132,42.2366514,43.3850098,0.164,0.390
12033330200102,42.5287958,42.2863770,0.190,0.384
12033333130320,41.6647045,44.7473145,0.903,0.418
12033321001030,43.0287447,41.0119629,0.848,0.459
12122222123121,41.5990125,45.9997559,0.697,0.377
12033333001100,42.0248131,43.8684082,-0.077,0.398
12033330202200,42.3504246,42.1984863,0.367,0.393
12033332133300,41.5661414,43.5168457,-0.202,0.386
12033321311213,42.4639923,42.0886230,0.045,0.375
12033332310131,41.4674278,43.4069824,0.059,0.352
12122222030030,41.7303295,45.4064941,0.312,0.421
12033331330223,42.1715458,44.6813965,-0.295,0.372
12122222022021,41.5990125,45.0329590,0.218,0.351
12033321013202,42.8518056,41.3195801,-0.351,0.349
12033330232002,42.1389679,42.5500488,0.046,0.376
12033333310111,41.5003491,44.8132324,0.314,0.384
12033303221010,43.3171844,41.0119629,-0.819,0.303
12033330222231,42.0574497,42.2644043,-0.462,0.362
12033321131221,42.7066590,42.0446777,1.295,0.408
12033333310130,41.4674278,44.7912598,0.637,0.357
12033321301202,42.4639923,41.6711426,0.446,0.415
12033330312301,42.3504246,43.3630371,-0.019,0.350
12033323122130,41.5990125,41.6271973,0.607,0.368
12033321012033,42.8840141,41.2097168,-0.012,0.372
12033333011022,41.9758267,44.1320801,0.072,0.411
12122222131001,41.7631169,46.2634277,-0.036,0.314
12033321300312,42.4639923,41.6271973,0.120,0.380
12033333130122,41.7139296,44.7473145,1.452,0.398
12033330323330,42.0574497,43.2092285,0.192,0.376
12033332113001,41.8940990,43.4509277,0.757,0.377
12033321303011,42.4153456,41.7370605,0.443,0.383
12033323121231,41.6647045,41.7370605,-0.233,0.386
12033333213033,41.3190751,44.1979980,0.723,0.400
12033321303123,42.3666611,41.7810059,0.411,0.362
12033333220000,41.2365107,43.6047363,0.035,0.373
12033330202210,42.3504246,42.2424316,0.118,0.387
12033323122122,41.5825791,41.5832520,0.871,0.412
12122222112033,41.8450121,46.1315918,0.548,0.428
12033330212232,42.3016898,42.5939941,1.107,0.347
12033333133100,41.6318669,44.9230957,0.950,0.347
12033333131200,41.6975254,44.8352051,1.047,0.365
12033333321110,41.2365107,44.6154785,0.128,0.360
12033333032131,41.5990125,44.1101074,0.734,0.385
12033321311022,42.4964024,42.0227051,0.619,0.382
12033330022201,42.6097057,42.2204590,0.358,0.344
12033330320033,42.2366514,42.9675293,1.031,0.369
12122222001301,41.9594896,45.2966309,-0.075,0.313
12033330223233,42.0411335,42.4401855,-0.196,0.329
12033330330321,42.1878285,43.3630371,-0.362,0.364
12122222120301,41.6975254,45.8239746,0.031,0.382
12033333313111,41.3685636,44.9890137,-0.344,0.364
12033332020220,41.6647045,42.1984863,0.492,0.402
12033331332222,42.0411335,44.6594238,0.325,0.388
12033302323100,43.1891572,40.3527832,-0.451,0.477
12033330222330,42.0574497,42.3303223,-0.320,0.362
12033332113203,41.8122666,43.4509277,0.748,0.392
12033333111013,42.0084885,44.9011230,0.478,0.399
12033330212203,42.3341839,42.5720215,0.107,0.400
12033321323233,42.0411335,41.7370605,0.897,0.409
12033333211200,41.4344898,44.1320801,-0.028,0.327
12033330213200,42.3504246,42.7258301,-0.107,0.394
12033330232331,42.0574497,42.7038574,0.158,0.382
